# x,y,z,is_reachable
0.227,-0.323,0.521,1.0
0.297,-0.146,0.531,1.0
-0.382,-0.232,0.418,1.0
0.418,0.118,0.443,0.0
0.227,0.084,-0.042,0.0
0.318,-0.438,0.331,1.0
-0.382,-0.357,0.118,1.0
-0.470,-0.127,0.248,1.0
-0.329,-0.229,0.515,1.0
-0.107,-0.544,0.205,1.0
-0.107,0.168,0.193,0.0
-0.082,-0.544,0.180,1.0
-0.041,-0.516,0.328,1.0
0.187,-0.469,0.059,1.0
0.177,-0.373,0.521,1.0
0.168,-0.182,0.393,1.0
0.393,-0.220,0.056,1.0
0.243,-0.232,0.218,1.0
0.368,-0.207,0.443,1.0
-0.307,0.118,0.693,0.0
0.005,0.268,-0.025,0.0
-0.131,0.081,0.675,0.0
-0.432,-0.003,0.218,1.0
-0.447,-0.288,0.178,1.0
-0.357,-0.357,0.393,1.0
-0.107,0.143,0.193,0.0
-0.119,-0.532,0.205,1.0
-0.119,-0.469,0.355,1.0
-0.048,-0.378,0.519,1.0
0.177,-0.373,0.521,1.0
0.193,-0.257,0.543,1.0
0.168,-0.107,0.393,1.0
0.381,-0.344,0.105,1.0
0.291,-0.231,0.251,1.0
0.406,-0.134,0.425,1.0
0.512,-0.099,0.283,1.0
-0.007,0.293,0.168,0.0
-0.207,-0.220,0.331,1.0
-0.220,0.180,0.168,1.0
-0.257,-0.189,0.571,1.0
0.318,-0.438,0.305,1.0
-0.342,-0.016,0.152,1.0
-0.119,-0.395,0.081,1.0
-0.107,-0.544,0.205,1.0
-0.207,0.118,0.293,0.0
-0.019,-0.544,0.143,1.0
0.093,-0.532,0.118,1.0
-0.034,-0.439,0.456,1.0
0.105,-0.544,0.193,1.0
0.512,-0.099,0.283,1.0
0.018,0.243,0.168,0.0
0.518,0.168,0.443,0.0
-0.057,0.180,0.105,0.0
-0.143,0.074,0.650,0.0
0.190,0.190,-0.011,1.0
0.118,0.256,0.002,1.0
0.118,0.256,0.002,1.0
-0.257,-0.432,0.068,1.0
-0.107,-0.532,0.118,1.0
-0.041,-0.516,0.328,1.0
0.005,-0.294,0.368,1.0
0.009,-0.467,0.378,1.0
0.131,-0.357,0.205,1.0
